comparison,label,code,group_a,group_b,n_a,n_b,cos_mean,cos_std,euc_mean,euc_std,icc,therapist,n
within_therapist,therapist_imp,,AC16V1T4_with_predictions.csv,AC16V2T4_with_predictions.csv,13.0,12.0,0.6281,0.0916,0.8503,0.1119,-0.0491,4,
within_therapist,therapist_imp,,AC17V1T5_with_predictions.csv,AC17V2T5_with_predictions.csv,7.0,10.0,0.6641,0.0486,0.8174,0.0595,-0.4735,5,
three_way,three_way,,patient_imp,therapist_imp,153.0,398.0,0.5627,0.0989,0.9261,0.1128,-0.1242,,
three_way,three_way,,patient_imp,non_important,153.0,2278.0,0.5604,0.0927,0.9306,0.1037,0.1254,,
three_way,three_way,,therapist_imp,non_important,398.0,2278.0,0.6137,0.0798,0.8732,0.0922,-0.031,,
three_way,three_way,,patient_imp,therapist_imp,153.0,398.0,0.5627,0.0989,0.9261,0.1128,-0.1242,,
three_way,three_way,,patient_imp,non_important,153.0,1195.0,0.5643,0.0931,0.9263,0.1045,0.1105,,
three_way,three_way,,therapist_imp,non_important,398.0,1195.0,0.6192,0.0792,0.8669,0.0923,-0.0219,,
three_way,three_way,,patient_imp,therapist_imp,153.0,398.0,0.5627,0.0989,0.9261,0.1128,-0.1242,,
three_way,three_way,,patient_imp,non_important,153.0,1083.0,0.5561,0.092,0.9353,0.1027,0.0212,,
three_way,three_way,,therapist_imp,non_important,398.0,1083.0,0.6076,0.08,0.8802,0.0917,-0.0895,,
between_codes,patient_imp,,BCS,ECE,31.0,5.0,0.6124,0.1,0.8605,0.1468,-0.2038,,
between_codes,patient_imp,,BCS,ERT,31.0,5.0,0.5859,0.1078,0.8898,0.1568,-0.8683,,
between_codes,patient_imp,,BCS,FSU,31.0,26.0,0.5973,0.1113,0.8758,0.1493,0.0241,,
between_codes,patient_imp,,BCS,FTA,31.0,11.0,0.53,0.0981,0.9528,0.1338,-0.3933,,
between_codes,patient_imp,,BCS,HPM,31.0,13.0,0.5882,0.1118,0.8826,0.1558,0.2451,,
between_codes,patient_imp,,BCS,IAI,31.0,33.0,0.585,0.105,0.89,0.1402,-0.1607,,
between_codes,patient_imp,,BCS,IDR,31.0,6.0,0.6264,0.0994,0.8364,0.1492,0.2729,,
between_codes,patient_imp,,BCS,STK,31.0,35.0,0.5057,0.1013,0.9784,0.1195,-0.1193,,
between_codes,patient_imp,,BCS,VLD,31.0,34.0,0.5892,0.1032,0.8846,0.143,-0.0827,,
between_codes,patient_imp,,ECE,ERT,5.0,5.0,0.5873,0.0851,0.9032,0.0984,-0.5597,,
between_codes,patient_imp,,ECE,FSU,5.0,26.0,0.5921,0.1045,0.8905,0.1371,0.2201,,
between_codes,patient_imp,,ECE,FTA,5.0,11.0,0.5195,0.0739,0.9772,0.077,-0.4113,,
between_codes,patient_imp,,ECE,HPM,5.0,13.0,0.5947,0.1076,0.8823,0.1552,-0.1242,,
between_codes,patient_imp,,ECE,IAI,5.0,33.0,0.5918,0.0911,0.894,0.1063,-0.5589,,
between_codes,patient_imp,,ECE,IDR,5.0,6.0,0.651,0.0878,0.8084,0.1711,0.8539,,
between_codes,patient_imp,,ECE,STK,5.0,35.0,0.4915,0.0903,1.0041,0.0934,0.6231,,
between_codes,patient_imp,,ECE,VLD,5.0,34.0,0.5884,0.0827,0.8988,0.0975,0.4051,,
between_codes,patient_imp,,ERT,FSU,5.0,26.0,0.5821,0.1028,0.9017,0.1383,0.1239,,
between_codes,patient_imp,,ERT,FTA,5.0,11.0,0.515,0.0771,0.9816,0.08,-0.3957,,
between_codes,patient_imp,,ERT,HPM,5.0,13.0,0.5596,0.1105,0.9208,0.1596,-0.4422,,
between_codes,patient_imp,,ERT,IAI,5.0,33.0,0.5837,0.1018,0.8957,0.1581,-0.2969,,
between_codes,patient_imp,,ERT,IDR,5.0,6.0,0.5935,0.0923,0.8863,0.1183,-0.5148,,
between_codes,patient_imp,,ERT,STK,5.0,35.0,0.4717,0.0829,1.0245,0.0839,-0.9834,,
between_codes,patient_imp,,ERT,VLD,5.0,34.0,0.5646,0.094,0.922,0.1249,-0.1977,,
between_codes,patient_imp,,FSU,FTA,26.0,11.0,0.5187,0.0945,0.9695,0.1351,-0.3508,,
between_codes,patient_imp,,FSU,HPM,26.0,13.0,0.5731,0.1063,0.9068,0.1412,0.2725,,
between_codes,patient_imp,,FSU,IAI,26.0,33.0,0.574,0.0993,0.9094,0.1254,0.2672,,
between_codes,patient_imp,,FSU,IDR,26.0,6.0,0.6141,0.1028,0.8558,0.1462,-0.1308,,
between_codes,patient_imp,,FSU,STK,26.0,35.0,0.4911,0.092,1.0009,0.1046,-0.29,,
between_codes,patient_imp,,FSU,VLD,26.0,34.0,0.5762,0.0982,0.907,0.1243,-0.1638,,
between_codes,patient_imp,,FTA,HPM,11.0,13.0,0.5149,0.086,0.9755,0.102,-0.0458,,
between_codes,patient_imp,,FTA,IAI,11.0,33.0,0.5186,0.0943,0.97,0.1233,-0.1572,,
between_codes,patient_imp,,FTA,IDR,11.0,6.0,0.5484,0.0879,0.9341,0.1126,-0.4907,,
between_codes,patient_imp,,FTA,STK,11.0,35.0,0.4521,0.0744,1.0442,0.0734,-0.1562,,
between_codes,patient_imp,,FTA,VLD,11.0,34.0,0.5112,0.0789,0.9812,0.0921,-0.1404,,
between_codes,patient_imp,,HPM,IAI,13.0,33.0,0.5711,0.1093,0.9073,0.1448,-0.1759,,
between_codes,patient_imp,,HPM,IDR,13.0,6.0,0.6243,0.0972,0.844,0.1334,-0.4104,,
between_codes,patient_imp,,HPM,STK,13.0,35.0,0.4964,0.0878,0.9934,0.1007,0.3024,,
between_codes,patient_imp,,HPM,VLD,13.0,34.0,0.5791,0.1016,0.8989,0.1415,0.0681,,
between_codes,patient_imp,,IAI,IDR,33.0,6.0,0.6055,0.1026,0.8652,0.1432,0.0962,,
between_codes,patient_imp,,IAI,STK,33.0,35.0,0.4812,0.0897,1.0098,0.1006,-0.292,,
between_codes,patient_imp,,IAI,VLD,33.0,34.0,0.5714,0.0998,0.91,0.1327,-0.1658,,
between_codes,patient_imp,,IDR,STK,6.0,35.0,0.5259,0.0914,0.9558,0.113,0.6453,,
between_codes,patient_imp,,IDR,VLD,6.0,34.0,0.6136,0.0891,0.858,0.1295,-0.547,,
between_codes,patient_imp,,STK,VLD,35.0,34.0,0.496,0.0868,0.9953,0.0976,0.0017,,
between_codes,therapist_imp,,BCS,ECE,84.0,38.0,0.637,0.0844,0.8422,0.1102,-0.1911,,
between_codes,therapist_imp,,BCS,ERT,84.0,28.0,0.6362,0.0794,0.8464,0.0964,-0.0773,,
between_codes,therapist_imp,,BCS,FSU,84.0,85.0,0.6154,0.0909,0.8667,0.112,-0.0996,,
between_codes,therapist_imp,,BCS,FTA,84.0,30.0,0.619,0.0793,0.8646,0.0959,-0.3265,,
between_codes,therapist_imp,,BCS,HPM,84.0,58.0,0.6276,0.0835,0.8534,0.1057,-0.1729,,
between_codes,therapist_imp,,BCS,IAI,84.0,138.0,0.6355,0.0813,0.8443,0.1029,0.0906,,
between_codes,therapist_imp,,BCS,IDR,84.0,23.0,0.6186,0.08,0.867,0.0936,-0.0857,,
between_codes,therapist_imp,,BCS,STK,84.0,16.0,0.6104,0.0838,0.8757,0.0997,-0.1674,,
between_codes,therapist_imp,,BCS,VLD,84.0,103.0,0.6229,0.0856,0.8584,0.1061,0.1525,,
between_codes,therapist_imp,,ECE,ERT,38.0,28.0,0.6585,0.0778,0.8187,0.1024,-0.0529,,
between_codes,therapist_imp,,ECE,FSU,38.0,85.0,0.6384,0.0893,0.8397,0.1121,0.1512,,
between_codes,therapist_imp,,ECE,FTA,38.0,30.0,0.6352,0.0801,0.8451,0.1006,-0.2128,,
between_codes,therapist_imp,,ECE,HPM,38.0,58.0,0.6516,0.0852,0.8238,0.1142,0.1961,,
between_codes,therapist_imp,,ECE,IAI,38.0,138.0,0.6517,0.0795,0.8254,0.0993,-0.3262,,
between_codes,therapist_imp,,ECE,IDR,38.0,23.0,0.65,0.0831,0.8285,0.1055,-0.0287,,
between_codes,therapist_imp,,ECE,STK,38.0,16.0,0.6274,0.0811,0.8564,0.0959,-0.2149,,
between_codes,therapist_imp,,ECE,VLD,38.0,103.0,0.6392,0.0865,0.8384,0.1119,0.1815,,
between_codes,therapist_imp,,ERT,FSU,28.0,85.0,0.6544,0.0923,0.8203,0.1235,-0.1187,,
between_codes,therapist_imp,,ERT,FTA,28.0,30.0,0.6317,0.0733,0.852,0.0884,-0.1848,,
between_codes,therapist_imp,,ERT,HPM,28.0,58.0,0.6446,0.0771,0.8361,0.0939,-0.2007,,
between_codes,therapist_imp,,ERT,IAI,28.0,138.0,0.6558,0.0751,0.8218,0.0987,0.0917,,
between_codes,therapist_imp,,ERT,IDR,28.0,23.0,0.6487,0.0826,0.8313,0.1079,-0.3684,,
between_codes,therapist_imp,,ERT,STK,28.0,16.0,0.63,0.0841,0.8537,0.1056,-0.107,,
between_codes,therapist_imp,,ERT,VLD,28.0,103.0,0.6416,0.0823,0.8377,0.1059,0.0129,,
between_codes,therapist_imp,,FSU,FTA,85.0,30.0,0.6131,0.0883,0.8689,0.1108,0.1158,,
between_codes,therapist_imp,,FSU,HPM,85.0,58.0,0.6259,0.0902,0.8541,0.1108,-0.1106,,
between_codes,therapist_imp,,FSU,IAI,85.0,138.0,0.6343,0.089,0.8439,0.1124,-0.2121,,
between_codes,therapist_imp,,FSU,IDR,85.0,23.0,0.6307,0.0944,0.8492,0.1181,-0.2227,,
between_codes,therapist_imp,,FSU,STK,85.0,16.0,0.6132,0.0926,0.8703,0.1124,-0.2641,,
between_codes,therapist_imp,,FSU,VLD,85.0,103.0,0.6213,0.0937,0.8579,0.1181,-0.048,,
between_codes,therapist_imp,,FTA,HPM,30.0,58.0,0.633,0.0861,0.8454,0.1145,0.3056,,
between_codes,therapist_imp,,FTA,IAI,30.0,138.0,0.6357,0.0784,0.844,0.0994,-0.1324,,
between_codes,therapist_imp,,FTA,IDR,30.0,23.0,0.6304,0.0855,0.8511,0.1091,-0.1465,,
between_codes,therapist_imp,,FTA,STK,30.0,16.0,0.6188,0.0822,0.8658,0.0968,0.2643,,
between_codes,therapist_imp,,FTA,VLD,30.0,103.0,0.6241,0.0868,0.8557,0.1126,0.1108,,
between_codes,therapist_imp,,HPM,IAI,58.0,138.0,0.6434,0.0823,0.8341,0.1056,0.0002,,
between_codes,therapist_imp,,HPM,IDR,58.0,23.0,0.6472,0.0864,0.8297,0.1182,0.0068,,
between_codes,therapist_imp,,HPM,STK,58.0,16.0,0.6201,0.0833,0.8642,0.0979,0.2608,,
between_codes,therapist_imp,,HPM,VLD,58.0,103.0,0.6335,0.0876,0.8447,0.1118,0.0027,,
between_codes,therapist_imp,,IAI,IDR,138.0,23.0,0.634,0.0816,0.8476,0.0999,0.0548,,
between_codes,therapist_imp,,IAI,STK,138.0,16.0,0.6264,0.0826,0.8565,0.0993,-0.2585,,
between_codes,therapist_imp,,IAI,VLD,138.0,103.0,0.6407,0.0836,0.8367,0.1068,0.0332,,
between_codes,therapist_imp,,IDR,STK,23.0,16.0,0.6263,0.0871,0.8568,0.1152,0.2961,,
between_codes,therapist_imp,,IDR,VLD,23.0,103.0,0.6265,0.0881,0.8548,0.1105,-0.1817,,
between_codes,therapist_imp,,STK,VLD,16.0,103.0,0.6146,0.0891,0.8687,0.109,-0.6572,,
within_code,patient_imp,BCS,,,,,0.6067,0.1129,0.86,0.1478,-0.3369,,31.0
within_code,patient_imp,ECE,,,,,0.623,0.059,0.8656,0.0679,0.1927,,5.0
within_code,patient_imp,ERT,,,,,0.5737,0.0697,0.9198,0.0817,-1.2115,,5.0
within_code,patient_imp,FSU,,,,,0.5868,0.1035,0.8966,0.1213,-0.0698,,26.0
within_code,patient_imp,FTA,,,,,0.4745,0.0783,1.0222,0.0785,-0.4512,,11.0
within_code,patient_imp,HPM,,,,,0.5757,0.1037,0.9037,0.1258,0.2354,,13.0
within_code,patient_imp,IAI,,,,,0.5732,0.0984,0.9094,0.1214,-0.3516,,33.0
within_code,patient_imp,IDR,,,,,0.6673,0.0619,0.7925,0.0943,-0.4265,,6.0
within_code,patient_imp,STK,,,,,0.4488,0.0837,1.0467,0.0826,-0.4652,,35.0
within_code,patient_imp,VLD,,,,,0.5772,0.0881,0.9065,0.1086,-0.4127,,34.0
within_code,therapist_imp,BCS,,,,,0.6205,0.0823,0.863,0.0981,-0.2038,,84.0
within_code,therapist_imp,ECE,,,,,0.6607,0.0782,0.8153,0.0961,0.4638,,38.0
within_code,therapist_imp,ERT,,,,,0.675,0.0792,0.8,0.0998,-0.6365,,28.0
within_code,therapist_imp,FSU,,,,,0.6331,0.0987,0.8442,0.1196,-0.011,,85.0
within_code,therapist_imp,FTA,,,,,0.6262,0.0813,0.8553,0.0986,-0.3756,,30.0
within_code,therapist_imp,HPM,,,,,0.6453,0.0832,0.8324,0.1025,0.3003,,58.0
within_code,therapist_imp,IAI,,,,,0.6571,0.0741,0.8188,0.0932,-0.1128,,138.0
within_code,therapist_imp,IDR,,,,,0.6585,0.0822,0.8204,0.0994,-0.0753,,23.0
within_code,therapist_imp,STK,,,,,0.6149,0.0861,0.872,0.0992,0.0655,,16.0
within_code,therapist_imp,VLD,,,,,0.6271,0.0864,0.8528,0.1047,-0.0857,,103.0
